OperatingDate,UnitName,cyHighTemperature,cyImpactName,cyLowTemperature,cyTotal,cyWeather1,cyWeather2
3/13/2015,Stone Mountain                ,53,No weather impact,45,73,L45/H57/A49/P0.16/Mostly Cloudy/Pleasant,Some Light Rain/Cloudy
3/13/2015,Newport Aquarium              ,52,No weather impact,45,1528,L45/H53/A49/P1.06/Mostly Cloudy/Pleasant,
3/13/2015,Adventure Aquarium            ,46,No weather impact,30,1375,L30/H49/A40/P0.01/Partly Cloudy/Pleasant,
3/14/2015,Silver Dollar City            ,62,No weather impact,48,12375,L48/H61/A55/P0.18/Mostly Cloudy/Pleasant,Some Light Rain/Cloudy
3/14/2015,Stone Mountain                ,66,No weather impact,45,1065,L45/H67/A54/P0.06/Mostly Cloudy/Pleasant,
3/14/2015,Wild Adventures               ,83,No weather impact,64,2600,L64/H79/A71/P0.19/Mostly Cloudy/Uncomfortable,Some Light Rain/Cloudy
3/14/2015,Newport Aquarium              ,62,No weather impact,49,4417,L49/H62/A55/P0.69/Mostly Cloudy/Pleasant,
3/14/2015,Adventure Aquarium            ,51,No weather impact,38,5006,L38/H51/A46/P0.84/Mostly Cloudy/Pleasant,
3/15/2015,Silver Dollar City            ,71,No weather impact,35,15725,L35/H74/A54/Mostly Sunny/Pleasant,
3/15/2015,Stone Mountain                ,74,No weather impact,54,2860,L54/H76/A63/Partly Cloudy/Pleasant,
3/15/2015,Wild Adventures               ,83,No weather impact,59,3709,L59/H79/A69/Partly Cloudy/Comfortable,
3/15/2015,Newport Aquarium              ,61,No weather impact,38,2580,L38/H64/A50/Mostly Sunny/Pleasant,
3/15/2015,Adventure Aquarium            ,42,No weather impact,40,4579,L40/H47/A44/Cloudy/Pleasant,
3/16/2015,Stone Mountain                ,82,No weather impact,45,1235,L45/H82/A63/Mostly Sunny/Pleasant,
3/16/2015,Newport Aquarium              ,76,No weather impact,51,962,L51/H77/A62/Partly Cloudy/Pleasant,
3/16/2015,Adventure Aquarium            ,56,No weather impact,33,1587,L33/H56/A45/Partly Cloudy/Pleasant,
3/17/2015,Stone Mountain                ,79,No weather impact,51,634,L51/H79/A65/Partly Cloudy/Pleasant,
3/17/2015,Newport Aquarium              ,64,No weather impact,41,866,L41/H65/A54/Partly Cloudy/Pleasant,
3/17/2015,Adventure Aquarium            ,65,No weather impact,38,1329,L38/H66/A51/Partly Cloudy/Pleasant,
3/18/2015,Silver Dollar City            ,50,Precipitation,39,1730,L39/H55/A44/P0.40/Mostly Cloudy/Pleasant,Substantial Heavy Rain/Cloudy
3/18/2015,Stone Mountain                ,71,No weather impact,51,705,L51/H73/A64/Mostly Cloudy/Pleasant,
3/18/2015,Newport Aquarium              ,49,No weather impact,27,1592,L27/H49/A40/Partly Cloudy/Pleasant,
3/18/2015,Adventure Aquarium            ,38,No weather impact,31,1746,L31/H44/A37/Mostly Sunny/Pleasant,
3/19/2015,Silver Dollar City            ,52,No weather impact,37,9442,L37/H49/A42/P0.01/Cloudy/Pleasant,Cloudy
3/19/2015,Dollywood                     ,50,Precipitation,46,0,L46/H51/A49/P0.59/Cloudy/Pleasant,Substantial Heavy Rain/Cloudy
3/19/2015,Stone Mountain                ,59,Precipitation,46,64,L46/H63/A53/P0.34/Cloudy/Pleasant,Substantial Heavy Rain/Cloudy
3/19/2015,Wild Adventures               ,80,No weather impact,61,1561,L61/H77/A67/P0.01/Mostly Cloudy/Sticky,Cloudy
3/19/2015,Newport Aquarium              ,52,No weather impact,41,1251,L41/H54/A46/P0.11/Mostly Cloudy/Pleasant,
3/19/2015,Adventure Aquarium            ,42,No weather impact,23,2005,L23/H45/A34/Mostly Sunny/Pleasant,
3/20/2015,Silver Dollar City            ,60,No weather impact,41,13825,L41/H60/A49/P0.13/Mostly Cloudy/Pleasant,Some Light Rain/Cloudy
3/20/2015,Dollywood                     ,54,No weather impact,48,7663,L48/H55/A52/P0.03/Cloudy/Pleasant,Cloudy
3/20/2015,Stone Mountain                ,76,No weather impact,46,2224,L46/H69/A54/Cloudy/Pleasant,Cloudy
3/20/2015,Wild Adventures               ,83,No weather impact,67,2689,L67/H82/A72/Mostly Cloudy/Uncomfortable,Cloudy
3/20/2015,Newport Aquarium              ,48,No weather impact,41,2103,L41/H49/A45/P0.01/Cloudy/Pleasant,
3/20/2015,Adventure Aquarium            ,35,No weather impact,32,1679,L32/H34/A33/P0.59/Cloudy/Pleasant,
3/21/2015,Silver Dollar City            ,70,No weather impact,38,19893,L38/H70/A54/Mostly Cloudy/Pleasant,Cloudy
3/21/2015,Dollywood                     ,65,No weather impact,48,17075,L48/H65/A55/Mostly Cloudy/Pleasant,Cloudy
3/21/2015,Stone Mountain                ,75,No weather impact,53,3801,L53/H73/A61/P0.03/Mostly Cloudy/Pleasant,
3/21/2015,Wild Adventures               ,86,No weather impact,66,5290,L66/H85/A74/Mostly Cloudy/Sticky,
3/21/2015,Newport Aquarium              ,68,No weather impact,43,4180,L43/H68/A53/Partly Cloudy/Pleasant,
3/21/2015,Adventure Aquarium            ,47,No weather impact,31,4790,L31/H51/A39/Cloudy/Pleasant,
3/22/2015,Silver Dollar City            ,65,No weather impact,47,11569,L47/H66/A54/P0.02/Mostly Cloudy/Pleasant,
3/22/2015,Dollywood                     ,65,No weather impact,51,8403,L51/H69/A58/P0.09/Cloudy/Pleasant,Cloudy
3/22/2015,Stone Mountain                ,60,Precipitation,53,504,L53/H60/A56/P0.58/Cloudy/Pleasant,Substantial Heavy Rain/Cloudy
3/22/2015,Wild Adventures               ,83,Precipitation,65,2247,L65/H74/A69/P0.77/Mostly Cloudy/Uncomfortable,Substantial Heavy Rain
3/22/2015,Newport Aquarium              ,47,No weather impact,36,2875,L36/H52/A45/Partly Cloudy/Pleasant,
3/22/2015,Adventure Aquarium            ,42,No weather impact,34,4314,L34/H47/A41/Partly Cloudy/Pleasant,
3/23/2015,Dollywood                     ,72,No weather impact,49,6729,L49/H72/A60/P0.01/Mostly Cloudy/Pleasant,
3/23/2015,Stone Mountain                ,66,No weather impact,51,566,L51/H67/A58/Cloudy/Pleasant,Cloudy
3/23/2015,Newport Aquarium              ,50,No weather impact,31,1690,L31/H51/A38/P0.03/Mostly Cloudy/Pleasant,
3/23/2015,Adventure Aquarium            ,37,No weather impact,27,1364,L27/H42/A34/Mostly Sunny/Pleasant,
3/24/2015,Stone Mountain                ,75,No weather impact,43,722,L43/H72/A58/Partly Cloudy/Pleasant,
3/24/2015,Newport Aquarium              ,44,No weather impact,32,1916,L32/H46/A39/P0.07/Mostly Cloudy/Pleasant,
3/24/2015,Adventure Aquarium            ,39,No weather impact,28,1335,L28/H41/A34/Mostly Cloudy/Pleasant,
3/25/2015,Dollywood                     ,79,No weather impact,56,9624,L56/H79/A67/Partly Cloudy/Pleasant,
3/25/2015,Stone Mountain                ,76,No weather impact,53,551,L53/H72/A62/Mostly Cloudy/Comfortable,Cloudy
3/25/2015,Newport Aquarium              ,69,No weather impact,44,1448,L44/H69/A57/P0.18/Mostly Cloudy/Pleasant,
3/25/2015,Adventure Aquarium            ,45,No weather impact,23,1527,L23/H48/A36/P0.08/Partly Cloudy/Pleasant,
3/26/2015,Silver Dollar City            ,52,Precipitation,39,11536,L39/H55/A48/P0.39/Partly Cloudy/Pleasant,Substantial Heavy Rain
3/26/2015,Dollywood                     ,77,Precipitation,49,4467,L49/H77/A65/P0.27/Partly Cloudy/Pleasant,Substantial Heavy Rain
3/26/2015,Stone Mountain                ,76,No weather impact,61,1460,L61/H73/A66/Mostly Cloudy/Comfortable,Cloudy
3/26/2015,Wild Adventures               ,77,Precipitation,57,1580,L57/H74/A65/P0.33/Mostly Cloudy/Sticky,Substantial Heavy Rain
3/26/2015,Newport Aquarium              ,53,No weather impact,40,2162,L40/H53/A46/P0.59/Mostly Cloudy/Pleasant,
3/26/2015,Adventure Aquarium            ,65,No weather impact,39,1474,L39/H66/A52/P0.26/Mostly Cloudy/Pleasant,
3/27/2015,Silver Dollar City            ,44,No weather impact,37,7377,L37/H49/A42/Mostly Cloudy/Pleasant,Cloudy
3/27/2015,Dollywood                     ,47,No weather impact,39,2659,L39/H48/A44/P0.11/Cloudy/Pleasant,Some Light Rain/Cloudy
3/27/2015,Stone Mountain                ,61,No weather impact,44,1400,L44/H64/A52/P0.05/Mostly Cloudy/Pleasant,Cloudy
3/27/2015,Wild Adventures               ,76,No weather impact,52,1243,L52/H68/A62/Mostly Cloudy/Comfortable,
3/27/2015,Newport Aquarium              ,39,No weather impact,29,3189,L29/H40/A34/Mostly Cloudy/Pleasant,
3/27/2015,Adventure Aquarium            ,49,No weather impact,37,1949,L37/H51/A43/P0.26/Mostly Cloudy/Pleasant,
3/28/2015,Silver Dollar City            ,45,No weather impact,35,12516,L35/H47/A41/Mostly Cloudy/Pleasant,
3/28/2015,Dollywood                     ,40,No weather impact,31,6310,L31/H45/A37/P0.02/Partly Cloudy/Pleasant,
3/28/2015,Stone Mountain                ,47,No weather impact,35,3727,L35/H52/A43/Mostly Sunny/Pleasant,
3/28/2015,Wild Adventures               ,63,No weather impact,41,5040,L41/H60/A51/Mostly Sunny/Pleasant,
3/28/2015,Newport Aquarium              ,35,No weather impact,21,5235,L21/H38/A30/Partly Cloudy/Pleasant,
3/28/2015,Adventure Aquarium            ,37,No weather impact,28,4112,L28/H41/A36/Mostly Cloudy/Pleasant,
3/29/2015,Silver Dollar City            ,75,No weather impact,33,15471,L33/H71/A49/Partly Cloudy/Pleasant,
3/29/2015,Dollywood                     ,61,No weather impact,27,10213,L27/H62/A43/Mostly Sunny/Pleasant,
3/29/2015,Stone Mountain                ,60,No weather impact,24,2996,L24/H60/A45/Mostly Sunny/Pleasant,
3/29/2015,Wild Adventures               ,64,No weather impact,42,3458,L42/H65/A52/Partly Cloudy/Pleasant,
3/29/2015,Newport Aquarium              ,51,No weather impact,22,3665,L22/H53/A38/P0.11/Partly Cloudy/Pleasant,
3/29/2015,Adventure Aquarium            ,41,No weather impact,25,3768,L25/H45/A34/Mostly Sunny/Pleasant,
3/30/2015,Dollywood                     ,66,No weather impact,47,7941,L47/H67/A56/P0.12/Partly Cloudy/Pleasant,Some Light Rain
3/30/2015,Stone Mountain                ,69,Precipitation,49,475,L49/H69/A57/P0.31/Partly Cloudy/Pleasant,Substantial Heavy Rain
3/30/2015,Wild Adventures               ,78,No weather impact,45,1881,L45/H76/A60/Partly Cloudy/Pleasant,
3/30/2015,Newport Aquarium              ,59,No weather impact,40,3031,L40/H60/A51/Partly Cloudy/Pleasant,
3/30/2015,Adventure Aquarium            ,52,No weather impact,34,2428,L34/H55/A44/P0.01/Mostly Cloudy/Pleasant,
3/31/2015,Stone Mountain                ,77,No weather impact,40,903,L40/H75/A60/Partly Cloudy/Pleasant,
3/31/2015,Wild Adventures               ,81,No weather impact,56,1912,L56/H80/A67/Partly Cloudy/Comfortable,
3/31/2015,Newport Aquarium              ,68,No weather impact,46,2776,L46/H69/A56/Partly Cloudy/Pleasant,
3/31/2015,Adventure Aquarium            ,56,No weather impact,34,2830,L34/H57/A45/P0.09/Mostly Cloudy/Pleasant,
4/1/2015,Dollywood                     ,73,No weather impact,48,17640,L48/H74/A61/Mostly Sunny/Pleasant,
4/1/2015,Stone Mountain                ,80,Precipitation,55,1610,L55/H80/A66/P0.52/Partly Cloudy/Pleasant,Substantial Heavy Rain
4/1/2015,Wild Adventures               ,84,No weather impact,64,1886,L64/H84/A72/Partly Cloudy/Comfortable,
4/1/2015,Newport Aquarium              ,67,No weather impact,34,3181,L34/H68/A51/Mostly Sunny/Pleasant,
4/1/2015,Adventure Aquarium            ,53,No weather impact,32,3076,L32/H55/A43/Mostly Sunny/Pleasant,
4/2/2015,Dollywood                     ,77,No weather impact,55,12506,L55/H76/A66/P0.02/Partly Cloudy/Pleasant,
4/2/2015,Stone Mountain                ,77,No weather impact,54,1813,L54/H74/A62/P0.21/Mostly Cloudy/Comfortable,Some Light Rain/Cloudy
4/2/2015,Wild Adventures               ,82,No weather impact,61,2827,L61/H82/A69/P0.06/Partly Cloudy/Comfortable,
4/2/2015,Newport Aquarium              ,65,No weather impact,50,4454,L50/H65/A58/P0.39/Mostly Cloudy/Pleasant,
4/2/2015,Adventure Aquarium            ,65,No weather impact,33,3255,L33/H66/A51/Mostly Sunny/Pleasant,
4/3/2015,Silver Dollar City            ,66,Precipitation,46,4464,L46/H67/A57/P0.62/Mostly Cloudy/Pleasant,Substantial Heavy Rain/Cloudy
4/3/2015,Dollywood                     ,78,Precipitation,62,15736,L62/H79/A71/P0.44/Mostly Cloudy/Pleasant,Substantial Heavy Rain/Cloudy
4/3/2015,Stone Mountain                ,83,No weather impact,53,5123,L53/H84/A68/Partly Cloudy/Pleasant,
4/3/2015,Wild Adventures               ,83,No weather impact,57,5570,L57/H84/A70/Partly Cloudy/Comfortable,
4/3/2015,Newport Aquarium              ,64,No weather impact,47,5651,L47/H64/A57/P1.75/Cloudy/Pleasant,
4/3/2015,Adventure Aquarium            ,62,No weather impact,57,5668,L57/H62/A60/P0.11/Cloudy/Pleasant,
4/4/2015,Silver Dollar City            ,61,Unfavorable temperature,33,10850,L33/H61/A48/Mostly Sunny/Pleasant,Some Cold Temps
4/4/2015,Dollywood                     ,62,No weather impact,46,13535,L46/H63/A54/P0.14/Partly Cloudy/Pleasant,Some Light Rain
4/4/2015,Stone Mountain                ,69,No weather impact,52,5583,L52/H70/A62/P0.24/Partly Cloudy/Pleasant,Some Light Rain
4/4/2015,Wild Adventures               ,80,No weather impact,60,6267,L60/H78/A69/P0.08/Partly Cloudy/Comfortable,
4/4/2015,Newport Aquarium              ,53,No weather impact,34,4657,L34/H55/A45/Mostly Sunny/Pleasant,
4/4/2015,Adventure Aquarium            ,64,No weather impact,45,4388,L45/H64/A54/P0.02/Partly Cloudy/Pleasant,
4/5/2015,Silver Dollar City            ,50,Unfavorable temperature,38,0,L38/H52/A45/P0.09/Mostly Cloudy/Pleasant,Some Cold Temps
4/5/2015,Dollywood                     ,69,No weather impact,35,0,L35/H70/A53/Partly Cloudy/Pleasant,
4/5/2015,Stone Mountain                ,68,No weather impact,46,5081,L46/H69/A57/Partly Cloudy/Pleasant,
4/5/2015,Wild Adventures               ,77,No weather impact,57,0,L57/H76/A66/Partly Cloudy/Pleasant,
4/5/2015,Newport Aquarium              ,64,No weather impact,36,1889,L36/H65/A51/Mostly Sunny/Pleasant,
4/5/2015,Adventure Aquarium            ,62,No weather impact,40,3947,L40/H63/A52/Mostly Sunny/Pleasant,
4/6/2015,Dollywood                     ,67,Precipitation,54,8873,L54/H68/A60/P0.39/Cloudy/Pleasant,Substantial Heavy Rain/Cloudy
4/6/2015,Stone Mountain                ,69,Precipitation,54,731,L54/H69/A60/P0.56/Mostly Cloudy/Pleasant,Substantial Heavy Rain/Cloudy
4/6/2015,Wild Adventures               ,82,No weather impact,61,0,L61/H81/A69/P0.17/Mostly Cloudy/Sticky,Some Light Rain/Cloudy
4/6/2015,Newport Aquarium              ,68,No weather impact,46,2417,L46/H69/A57/P0.14/Mostly Cloudy/Pleasant,
4/6/2015,Adventure Aquarium            ,73,No weather impact,39,4015,L39/H74/A57/Partly Cloudy/Pleasant,
4/7/2015,Stone Mountain                ,80,No weather impact,61,2865,L61/H79/A69/Mostly Cloudy/Sticky,Cloudy
4/7/2015,Wild Adventures               ,88,No weather impact,64,0,L64/H86/A73/P0.04/Mostly Cloudy/Uncomfortable,
4/7/2015,Newport Aquarium              ,66,No weather impact,58,3194,L58/H67/A62/P0.18/Cloudy/Comfortable,
4/7/2015,Adventure Aquarium            ,76,No weather impact,45,5118,L45/H70/A59/P0.13/Mostly Cloudy/Pleasant,
4/8/2015,Silver Dollar City            ,86,No weather impact,64,0,L64/H84/A74/Mostly Cloudy/Sticky,
4/8/2015,Dollywood                     ,84,No weather impact,58,14077,L58/H84/A69/Partly Cloudy/Comfortable,
4/8/2015,Stone Mountain                ,87,No weather impact,58,6097,L58/H88/A73/Partly Cloudy/Comfortable,
4/8/2015,Wild Adventures               ,90,No weather impact,65,0,L65/H88/A76/Partly Cloudy/Uncomfortable,
4/8/2015,Newport Aquarium              ,76,No weather impact,56,3885,L56/H73/A62/P0.70/Mostly Cloudy/Comfortable,
4/8/2015,Adventure Aquarium            ,39,No weather impact,39,6105,L39/H44/A42/Mostly Cloudy/Pleasant,
4/9/2015,Silver Dollar City            ,83,No weather impact,54,4687,L54/H82/A72/Mostly Cloudy/Comfortable,Cloudy
4/9/2015,Dollywood                     ,86,Unfavorable temperature,64,15381,L64/H87/A75/Partly Cloudy/Comfortable,Some Hot Temps
4/9/2015,Stone Mountain                ,85,No weather impact,61,5272,L61/H85/A74/Partly Cloudy/Sticky,
4/9/2015,Wild Adventures               ,90,No weather impact,66,2826,L66/H88/A76/Partly Cloudy/Uncomfortable,
4/9/2015,Newport Aquarium              ,79,No weather impact,60,4051,L60/H76/A67/P0.23/Mostly Cloudy/Sticky,
4/9/2015,Adventure Aquarium            ,39,No weather impact,38,4716,L38/H42/A40/Mostly Cloudy/Pleasant,
4/10/2015,Silver Dollar City            ,69,No weather impact,40,7368,L40/H70/A55/Mostly Sunny/Pleasant,
4/10/2015,Dollywood                     ,77,No weather impact,60,5588,L60/H75/A70/P0.15/Mostly Cloudy/Comfortable,Some Light Rain/Cloudy
4/10/2015,Stone Mountain                ,78,Precipitation,64,1306,L64/H75/A69/P0.84/Cloudy/Sticky,Substantial Heavy Rain/Cloudy
4/10/2015,Wild Adventures               ,88,No weather impact,65,3252,L65/H86/A75/Partly Cloudy/Uncomfortable,
4/10/2015,Newport Aquarium              ,76,No weather impact,53,5080,L53/H72/A61/P0.28/Partly Cloudy/Pleasant,
4/10/2015,Adventure Aquarium            ,57,No weather impact,40,5386,L40/H57/A47/P0.09/Mostly Cloudy/Pleasant,
4/11/2015,Silver Dollar City            ,75,No weather impact,44,13763,L44/H76/A59/Mostly Cloudy/Pleasant,
4/11/2015,Dollywood                     ,73,No weather impact,51,21428,L51/H73/A62/Partly Cloudy/Pleasant,
4/11/2015,Stone Mountain                ,79,No weather impact,54,7049,L54/H80/A66/Partly Cloudy/Pleasant,
4/11/2015,Wild Adventures               ,79,No weather impact,66,4977,L66/H76/A70/P0.21/Mostly Cloudy/Uncomfortable,Some Light Rain/Cloudy
4/11/2015,Newport Aquarium              ,62,No weather impact,40,4212,L40/H63/A53/Mostly Sunny/Pleasant,
4/11/2015,Adventure Aquarium            ,60,No weather impact,45,4262,L45/H61/A55/Partly Cloudy/Pleasant,
4/12/2015,Silver Dollar City            ,80,No weather impact,49,7410,L49/H80/A66/Partly Cloudy/Pleasant,
4/12/2015,Dollywood                     ,81,No weather impact,49,11760,L49/H81/A66/Partly Cloudy/Pleasant,
4/12/2015,Stone Mountain                ,69,No weather impact,51,1007,L51/H69/A61/Mostly Cloudy/Pleasant,
4/12/2015,Wild Adventures               ,81,No weather impact,65,2444,L65/H78/A70/P0.03/Cloudy/Uncomfortable,Cloudy
4/12/2015,Newport Aquarium              ,75,No weather impact,42,2318,L42/H76/A59/Partly Cloudy/Pleasant,
4/12/2015,Adventure Aquarium            ,66,No weather impact,35,3157,L35/H67/A52/Mostly Sunny/Pleasant,
4/13/2015,Dollywood                     ,79,No weather impact,58,3927,L58/H78/A70/Partly Cloudy/Pleasant,
4/13/2015,Stone Mountain                ,76,Precipitation,63,178,L63/H73/A66/P0.30/Mostly Cloudy/Sticky,Substantial Heavy Rain/Cloudy
4/13/2015,Newport Aquarium              ,81,No weather impact,56,565,L56/H80/A66/P0.03/Partly Cloudy/Pleasant,
4/13/2015,Adventure Aquarium            ,76,No weather impact,42,1111,L42/H74/A58/P0.04/Partly Cloudy/Pleasant,
4/14/2015,Stone Mountain                ,83,No weather impact,66,389,L66/H81/A71/P0.18/Mostly Cloudy/Uncomfortable,Some Light Rain/Cloudy
4/14/2015,Newport Aquarium              ,64,No weather impact,55,772,L55/H64/A61/Cloudy/Pleasant,
4/14/2015,Adventure Aquarium            ,62,No weather impact,53,1563,L53/H63/A59/P0.20/Mostly Cloudy/Pleasant,
4/15/2015,Silver Dollar City            ,59,No weather impact,52,1565,L52/H59/A55/P0.22/Cloudy/Pleasant,Some Light Rain/Cloudy
4/15/2015,Dollywood                     ,66,Precipitation,60,2490,L60/H67/A63/P0.84/Cloudy/Comfortable,Substantial Heavy Rain/Cloudy
4/15/2015,Stone Mountain                ,77,Precipitation,55,225,L55/H74/A65/P0.35/Cloudy/Sticky,Substantial Heavy Rain/Cloudy
